"","No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","Date"
"29882",29882,2016,7,28,1,18,18,2,53,500,56,24.1,997.4,19.2,0,"NNW",1.2,"Aotizhongxin",2016-07-28
"29883",29883,2016,7,28,2,17,17,2,46,500,61,23.6,997.4,19.9,0,"SW",1.2,"Aotizhongxin",2016-07-28
"29884",29884,2016,7,28,3,18,18,2,52,500,46,22.5,997,20.2,0,"SSW",0.5,"Aotizhongxin",2016-07-28
"29885",29885,2016,7,28,4,18,18,2,61,500,33,22.1,997.1,20.7,0,"NNE",0.3,"Aotizhongxin",2016-07-28
"29886",29886,2016,7,28,5,16,16,2,60,500,27,22.2,997.4,20.8,0,"ESE",0.5,"Aotizhongxin",2016-07-28
"29887",29887,2016,7,28,6,19,19,2,67,500,25,22.6,997.8,21.2,0,"E",0.6,"Aotizhongxin",2016-07-28
"29888",29888,2016,7,28,7,22,22,2,68,500,26,24.6,997.8,20.7,0,"E",1,"Aotizhongxin",2016-07-28
"29889",29889,2016,7,28,8,29,31,2,55,600,39,25.9,998.5,19.3,0,"NNW",1.7,"Aotizhongxin",2016-07-28
"29890",29890,2016,7,28,9,30,30,2,41,600,64,26.9,998.1,20.5,0,"E",1.4,"Aotizhongxin",2016-07-28
"29891",29891,2016,7,28,10,23,36,2,48,600,74,28.7,998.4,20.7,0,"S",1.5,"Aotizhongxin",2016-07-28
"29892",29892,2016,7,28,11,28,29,2,49,700,100,29.8,997.7,21.2,0,"W",1.4,"Aotizhongxin",2016-07-28
"29893",29893,2016,7,28,12,36,42,2,48,700,136,31.3,997.3,21.2,0,"WSW",1.1,"Aotizhongxin",2016-07-28
"29894",29894,2016,7,28,13,52,66,2,42,700,180,32.1,997,23.4,0,"S",2,"Aotizhongxin",2016-07-28
"29895",29895,2016,7,28,14,73,90,2,39,900,247,32.7,996.7,23.4,0,"S",1.6,"Aotizhongxin",2016-07-28
"29896",29896,2016,7,28,15,80,84,2,31,700,259,33.4,996.4,23.4,0,"SW",2.2,"Aotizhongxin",2016-07-28
"29897",29897,2016,7,28,16,68,68,2,24,700,221,33,996.5,23.1,0,"SW",1.9,"Aotizhongxin",2016-07-28
"29898",29898,2016,7,28,17,53,56,2,28,700,191,32.5,996.1,23.2,0,"SSW",2.3,"Aotizhongxin",2016-07-28
"29899",29899,2016,7,28,18,59,76,2,34,800,187,31.8,996.6,23.6,0,"SW",1.8,"Aotizhongxin",2016-07-28
"29900",29900,2016,7,28,19,80,80,2,39,1000,166,31.1,996.1,24.5,0,"SE",0.9,"Aotizhongxin",2016-07-28
"29901",29901,2016,7,28,20,89,96,2,40,1100,158,30.7,996.8,24.8,0,"WSW",0.9,"Aotizhongxin",2016-07-28
"29902",29902,2016,7,28,21,101,104,2,39,1100,149,29.4,997.8,25.2,0,"ENE",0.9,"Aotizhongxin",2016-07-28
"29903",29903,2016,7,28,22,117,117,2,47,1200,127,28.5,998.4,25.1,0,"SW",0.1,"Aotizhongxin",2016-07-28
"29904",29904,2016,7,28,23,122,122,2,61,1300,88,28.3,998.5,25.1,0,"W",0.8,"Aotizhongxin",2016-07-28
"29905",29905,2016,7,29,0,107,107,2,107,1300,11,28.5,998.4,24.5,0,"NE",1.2,"Aotizhongxin",2016-07-29
"29906",29906,2016,7,29,1,100,100,2,108,1200,21,27.4,997.9,24.5,0,"ENE",0.6,"Aotizhongxin",2016-07-29
"29907",29907,2016,7,29,2,88,88,2,59.3058331864524,900,47,26.4,997.9,24.6,0,"E",0.8,"Aotizhongxin",2016-07-29
"29908",29908,2016,7,29,3,79,79,2,60,700,58,26.9,997.9,23.4,0,"NE",1.6,"Aotizhongxin",2016-07-29
"29909",29909,2016,7,29,4,67,67,2,44,700,56.3533584105554,26,998.3,23.5,0,"ENE",1.2,"Aotizhongxin",2016-07-29
"29910",29910,2016,7,29,5,76,76,2,59,700,52,26,998.8,23.9,0,"NNE",0.8,"Aotizhongxin",2016-07-29
"29911",29911,2016,7,29,6,90,90,2,69,700,42,26.2,999.5,24.4,0,"E",1.3,"Aotizhongxin",2016-07-29
"29912",29912,2016,7,29,7,92,92,2,77,800,33,27,1000.2,24.6,0,"ENE",1,"Aotizhongxin",2016-07-29
"29913",29913,2016,7,29,8,112,112,2,91,1000,21,27.1,1000.8,24,0,"E",1.6,"Aotizhongxin",2016-07-29
"29914",29914,2016,7,29,9,135,135,2,91,1400,32,27.7,1001.1,23.5,0,"ENE",1.6,"Aotizhongxin",2016-07-29
"29915",29915,2016,7,29,10,133,133,2,65,1200,69,27.8,1001.8,23.2,0,"E",1.5,"Aotizhongxin",2016-07-29
"29916",29916,2016,7,29,11,118,118,2,54,1200,91,29,1001.5,23.7,0,"E",1.8,"Aotizhongxin",2016-07-29
"29917",29917,2016,7,29,12,149,149,2,46,1200,136,29.7,1001.4,23.9,0,"ESE",1.9,"Aotizhongxin",2016-07-29
"29918",29918,2016,7,29,13,133,133,2,41,1200,181,31.4,1001.1,24.8,0,"ENE",2.3,"Aotizhongxin",2016-07-29
"29919",29919,2016,7,29,14,139,139,2,38,1300,229,32.2,1000.7,25.5,0,"ESE",2.2,"Aotizhongxin",2016-07-29
"29920",29920,2016,7,29,15,140,140,3,37,1500,267,32.7,1000.4,25.5,0,"ESE",1.7,"Aotizhongxin",2016-07-29
"29921",29921,2016,7,29,16,142,142,2,40,1500,263,33.1,1000.3,25.9,0,"SE",1.8,"Aotizhongxin",2016-07-29
"29922",29922,2016,7,29,17,140,140,2,41,1400,264,32.8,1000,26.1,0,"ESE",2.1,"Aotizhongxin",2016-07-29
"29923",29923,2016,7,29,18,140,140,2,45,1500,257,32.2,1000.2,26,0,"ESE",2.1,"Aotizhongxin",2016-07-29
"29924",29924,2016,7,29,19,139,139,2,54,1600,233,31,1000.6,26,0,"E",2.3,"Aotizhongxin",2016-07-29
"29925",29925,2016,7,29,20,143,143,2,52,2000,213,30.7,1001.1,25.5,0,"SE",2,"Aotizhongxin",2016-07-29
"29926",29926,2016,7,29,21,134,134,2,45,2200,201,30.2,1001.9,25.5,0,"ESE",1.9,"Aotizhongxin",2016-07-29
"29927",29927,2016,7,29,22,110,110,2,36,1600,187,29.5,1002.4,25.9,0,"ESE",1.5,"Aotizhongxin",2016-07-29
"29928",29928,2016,7,29,23,102,102,2,34,1200,160,29.7,1002.8,26.1,0,"SE",2,"Aotizhongxin",2016-07-29
"29929",29929,2016,7,30,0,119,119,2,40,1200,121,29.4,1002.9,25.8,0,"SE",1.6,"Aotizhongxin",2016-07-30
"29930",29930,2016,7,30,1,124,124,2,35,1100,116,28.9,1003.1,25.7,0,"SE",1.8,"Aotizhongxin",2016-07-30
"29931",29931,2016,7,30,2,134,134,2,32,1100,101,28.4,1003.2,25.8,0,"SE",1.5,"Aotizhongxin",2016-07-30
"29932",29932,2016,7,30,3,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,27.6,1002.9,25.4,0,"E",2.4,"Aotizhongxin",2016-07-30
"29933",29933,2016,7,30,4,128,128,2,31,1100,66,27,1002.7,25.8,0.9,"E",1,"Aotizhongxin",2016-07-30
"29934",29934,2016,7,30,5,129,129,2,34,1200,58,26.8,1003,25.6,0.3,"WNW",0.9,"Aotizhongxin",2016-07-30
"29935",29935,2016,7,30,6,123,123,2,40,1300,44,26.7,1003.3,25.8,0,"ESE",1.3,"Aotizhongxin",2016-07-30
"29936",29936,2016,7,30,7,130,130,2,46,1500,45,26.9,1003.9,25.9,0,"ESE",2.1,"Aotizhongxin",2016-07-30
"29937",29937,2016,7,30,8,162,162,2,46,1500,59,27.3,1004.3,25.9,0,"E",1.4,"Aotizhongxin",2016-07-30
"29938",29938,2016,7,30,9,208,208,2,52,1600,67,27.2,1004.5,25.6,0,"ENE",2,"Aotizhongxin",2016-07-30
"29939",29939,2016,7,30,10,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,27.4,1004.9,25.4,0,"ESE",1.9,"Aotizhongxin",2016-07-30
"29940",29940,2016,7,30,11,225,225,2,52,2500,56,27.8,1004.7,25.6,0,"SE",1.7,"Aotizhongxin",2016-07-30
"29941",29941,2016,7,30,12,228,228,2,45,2200,74,28.8,1004.1,26,0,"ESE",2.4,"Aotizhongxin",2016-07-30
"29942",29942,2016,7,30,13,219,219,2,41,2200,94,30,1004,26.2,0,"W",1.2,"Aotizhongxin",2016-07-30
"29943",29943,2016,7,30,14,226,226,2,41,2200,100,30.9,1003,26.4,0,"SSE",1.2,"Aotizhongxin",2016-07-30
"29944",29944,2016,7,30,15,235,235,2,48,2300,105,30.3,1001.3,26.2,0,"N",1.5,"Aotizhongxin",2016-07-30
"29945",29945,2016,7,30,16,223,223,2,63,2300,83,30.5,1002.3,26.9,0,"NW",1.8,"Aotizhongxin",2016-07-30
"29946",29946,2016,7,30,17,227,227,2,62,2300,78,29.4,1002.9,23.8,0,"SSW",1.7,"Aotizhongxin",2016-07-30
"29947",29947,2016,7,30,18,116,116,2,48,1300,99,27.8,1003.3,22.3,0,"ESE",1.8,"Aotizhongxin",2016-07-30
"29948",29948,2016,7,30,19,38,38,2,75,900,87,26.6,1003.4,21.8,0,"E",2.1,"Aotizhongxin",2016-07-30
"29949",29949,2016,7,30,20,43,43,2,75,900,76,26.4,1003.7,21.6,0,"SSW",0.7,"Aotizhongxin",2016-07-30
"29950",29950,2016,7,30,21,45,45,2,72,900,69,25.8,1005.1,22.5,0,"ENE",1.9,"Aotizhongxin",2016-07-30
"29951",29951,2016,7,30,22,49,49,2,84,900,52,25.2,1005.2,22.5,0,"ESE",1.7,"Aotizhongxin",2016-07-30
"29952",29952,2016,7,30,23,55,55,2,71,800,49,25,1006,21.9,0,"SE",2.1,"Aotizhongxin",2016-07-30
"29953",29953,2016,7,31,0,45,45,2,41,800,85,24.3,1005.9,21.2,0,"NE",1.1,"Aotizhongxin",2016-07-31
"29954",29954,2016,7,31,1,26,26,2,28,600,111,23.6,1005,21.3,0,"NE",1.3,"Aotizhongxin",2016-07-31
"29955",29955,2016,7,31,2,33,33,2,59.3058331864524,700,75,23.4,1004,21.3,0,"NE",1.2,"Aotizhongxin",2016-07-31
"29956",29956,2016,7,31,3,41,41,2,44,700,79,23.6,1003.7,21.3,0,"ESE",0.8,"Aotizhongxin",2016-07-31
"29957",29957,2016,7,31,4,58,58,2,54,800,56.3533584105554,23.6,1003.4,21.1,0,"E",1.5,"Aotizhongxin",2016-07-31
"29958",29958,2016,7,31,5,38,38,2,54,1100,53,23.8,1004.8,21.1,0,"ESE",1.7,"Aotizhongxin",2016-07-31
"29959",29959,2016,7,31,6,51,51,2,45,1100,54,23.8,1006.1,21.3,0,"NE",0.6,"Aotizhongxin",2016-07-31
"29960",29960,2016,7,31,7,60,60,2,58,1000,42,24.2,1005.5,21.1,0,"SE",1.5,"Aotizhongxin",2016-07-31
"29961",29961,2016,7,31,8,72,72,2,57,1700,39,24.1,1006,22,0.2,"SE",1,"Aotizhongxin",2016-07-31
"29962",29962,2016,7,31,9,65,65,2,70,1600,22,25.3,1006.3,22.2,0,"WNW",1,"Aotizhongxin",2016-07-31
"29963",29963,2016,7,31,10,51,51,2,62,1200,38,27.5,1005.7,22.7,0,"NNW",1.3,"Aotizhongxin",2016-07-31
"29964",29964,2016,7,31,11,65,65,2,56,1200,56,26.7,1005.4,22.8,0,"NE",2.1,"Aotizhongxin",2016-07-31
"29965",29965,2016,7,31,12,73,73,2,54,1200,61,26.8,1005.4,22.6,0,"ENE",2,"Aotizhongxin",2016-07-31
"29966",29966,2016,7,31,13,81,81,2,54,1300,84,26,1005,22.5,0,"ESE",2.3,"Aotizhongxin",2016-07-31
"29967",29967,2016,7,31,14,75,75,2,38,1000,107,26.3,1004.5,22.4,0,"E",2.3,"Aotizhongxin",2016-07-31
"29968",29968,2016,7,31,15,32,32,2,39,800,110,27,1004.1,22.2,0,"ENE",2.4,"Aotizhongxin",2016-07-31
"29969",29969,2016,7,31,16,28,28,2,47,800,106,27.2,1004,22.8,0,"ENE",1.7,"Aotizhongxin",2016-07-31
"29970",29970,2016,7,31,17,31,31,2,45,700,116,27.8,1003.5,23,0,"NNW",0.6,"Aotizhongxin",2016-07-31
"29971",29971,2016,7,31,18,33,33,2,44,800,126,27.5,1003.6,22.7,0,"NE",1.3,"Aotizhongxin",2016-07-31
"29972",29972,2016,7,31,19,59,59,2,56,900,114,27.2,1003.8,23,0,"E",1,"Aotizhongxin",2016-07-31
"29973",29973,2016,7,31,20,62,62,2,69,1000,86,27,1004.4,23.7,0,"NE",0.1,"Aotizhongxin",2016-07-31
"29974",29974,2016,7,31,21,56,56,2,72,1100,60,26.9,1004.8,22.9,0,"NE",1.4,"Aotizhongxin",2016-07-31
"29975",29975,2016,7,31,22,64,64,2,69,1000,53,26.9,1005.5,22.9,0,"N",0.9,"Aotizhongxin",2016-07-31
"29976",29976,2016,7,31,23,59,59,2,61,900,54,26.6,1005.4,23.1,0,"ENE",0.9,"Aotizhongxin",2016-07-31
"29977",29977,2016,8,1,0,49,49,2,83,900,27,26.8,1005,23.3,0,"N",1,"Aotizhongxin",2016-08-01
"29978",29978,2016,8,1,1,81,81,2,69,900,30,26.3,1004.9,23.6,0,"NNE",0.3,"Aotizhongxin",2016-08-01
"29979",29979,2016,8,1,2,66,66,2,65,900,44,26.4,1004.6,23.1,0,"WNW",0.9,"Aotizhongxin",2016-08-01
"29980",29980,2016,8,1,3,59,59,2,63,900,40,26.3,1004.4,23.2,0,"SSE",0.4,"Aotizhongxin",2016-08-01
"29981",29981,2016,8,1,4,60,60,2,51,800,58,26.2,1004.3,22.9,0,"WNW",0.8,"Aotizhongxin",2016-08-01
"29982",29982,2016,8,1,5,70,70,2,49,800,65,25.6,1004.4,23.5,0,"SE",0.8,"Aotizhongxin",2016-08-01
"29983",29983,2016,8,1,6,77,77,2,47,900,66,25.8,1004.8,23.3,0,"NNW",1,"Aotizhongxin",2016-08-01
"29984",29984,2016,8,1,7,71,71,2,61,900,36,25.8,1005.2,23.8,0,"E",0.7,"Aotizhongxin",2016-08-01
"29985",29985,2016,8,1,8,62,62,2,64,900,24,26.6,1005.4,23.7,0,"NNE",1.5,"Aotizhongxin",2016-08-01
"29986",29986,2016,8,1,9,39,39,2,52,800,30,27,1005.8,23.5,0,"N",1.8,"Aotizhongxin",2016-08-01
"29987",29987,2016,8,1,10,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,28.1,1005.7,23.7,0,"N",1.6,"Aotizhongxin",2016-08-01
"29988",29988,2016,8,1,11,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,29.9,1005.7,24.8,0,"NE",1.5,"Aotizhongxin",2016-08-01
"29989",29989,2016,8,1,12,45,45,17.3759014093609,59.3058331864524,1262.94514539774,99,30.2,1005.7,23.6,0,"E",1.1,"Aotizhongxin",2016-08-01
"29990",29990,2016,8,1,13,43,43,4,24,800,125,30.1,1005.7,23.5,0,"SE",2.6,"Aotizhongxin",2016-08-01
"29991",29991,2016,8,1,14,64,64,3,23,1100,156,31.7,1004.9,23,0,"SSE",1.5,"Aotizhongxin",2016-08-01
"29992",29992,2016,8,1,15,56,56,2,14,1000,178,31.4,1003.9,24,0,"SE",2,"Aotizhongxin",2016-08-01
"29993",29993,2016,8,1,16,51,51,3,16,1000,197,32.2,1003.6,23.2,0,"E",1.7,"Aotizhongxin",2016-08-01
"29994",29994,2016,8,1,17,61,61,3,20,1300,203,31.1,1003.3,24,0,"E",2,"Aotizhongxin",2016-08-01
"29995",29995,2016,8,1,18,57,57,3,21,1300,204,31.1,1003.1,24,0,"E",2.2,"Aotizhongxin",2016-08-01
"29996",29996,2016,8,1,19,75,75,2,36,1700,185,30.2,1003.6,23.9,0,"E",1.5,"Aotizhongxin",2016-08-01
"29997",29997,2016,8,1,20,88,88,2,38,2000,176,29,1004.6,23.9,0,"E",1.3,"Aotizhongxin",2016-08-01
"29998",29998,2016,8,1,21,89,89,2,39,1900,149,28.5,1005.4,23.9,0,"SE",1,"Aotizhongxin",2016-08-01
"29999",29999,2016,8,1,22,79,79,2,38,1700,129,27.9,1005.6,24.5,0,"ESE",1.1,"Aotizhongxin",2016-08-01
"30000",30000,2016,8,1,23,101,101,2,46,2100,102,27.1,1005.7,24.6,0,"WNW",0.7,"Aotizhongxin",2016-08-01
"30001",30001,2016,8,2,0,136,136,2,60,2500,67,26.4,1005.6,24.6,0,"SW",0.2,"Aotizhongxin",2016-08-02
"30002",30002,2016,8,2,1,145,145,2,57,2400,58,26,1005.2,24.6,0,"E",0.3,"Aotizhongxin",2016-08-02
"30003",30003,2016,8,2,2,108,108,2,59.3058331864524,1600,29,26.4,1005.3,24.1,0,"ENE",1.1,"Aotizhongxin",2016-08-02
"30004",30004,2016,8,2,3,95,95,2,94,1600,2,25.9,1005.4,23.9,0,"ENE",0.9,"Aotizhongxin",2016-08-02
"30005",30005,2016,8,2,4,81,81,2,97,1500,56.3533584105554,25.6,1005.1,23.6,0,"N",0.6,"Aotizhongxin",2016-08-02
"30006",30006,2016,8,2,5,67,67,2,61,1100,6,24.9,1005.4,23.7,0,"NNW",0.7,"Aotizhongxin",2016-08-02
"30007",30007,2016,8,2,6,51,51,2,56,1100,7,25.3,1005.8,23.2,0,"NNE",1.3,"Aotizhongxin",2016-08-02
"30008",30008,2016,8,2,7,64,64,2,44,1200,29,26.5,1006.2,23.2,0,"ENE",1.6,"Aotizhongxin",2016-08-02
"30009",30009,2016,8,2,8,67,67,2,56,1300,31,28.3,1006.4,23.9,0,"NE",1.9,"Aotizhongxin",2016-08-02
"30010",30010,2016,8,2,9,76,76,2,47,1300,66,30,1006.5,23,0,"NE",1.6,"Aotizhongxin",2016-08-02
"30011",30011,2016,8,2,10,51,51,2,32,900,94,31,1006.7,20.6,0,"ENE",3.4,"Aotizhongxin",2016-08-02
"30012",30012,2016,8,2,11,35,35,2,15,500,116,31.4,1006.5,20.7,0,"ESE",3.2,"Aotizhongxin",2016-08-02
"30013",30013,2016,8,2,12,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,32.1,1006.1,21.3,0,"E",2.8,"Aotizhongxin",2016-08-02
"30014",30014,2016,8,2,13,82.7736108263272,110.060391311944,2,13,400,155,32.9,1005.6,19.7,0,"E",2.5,"Aotizhongxin",2016-08-02
"30015",30015,2016,8,2,14,12,12,2,11,300,163,33.1,1005.1,19.9,0,"SE",2.4,"Aotizhongxin",2016-08-02
"30016",30016,2016,8,2,15,22,22,2,12,300,173,33.9,1004.4,21,0,"S",1.1,"Aotizhongxin",2016-08-02
"30017",30017,2016,8,2,16,23,23,2,15,300,172,34,1004.1,21.1,0,"E",1.5,"Aotizhongxin",2016-08-02
"30018",30018,2016,8,2,17,22,22,2,18,300,180,32.9,1003.7,21.7,0,"ESE",2.3,"Aotizhongxin",2016-08-02
"30019",30019,2016,8,2,18,27,27,2,26,400,184,32.6,1003.5,21.8,0,"ESE",1.9,"Aotizhongxin",2016-08-02
"30020",30020,2016,8,2,19,35,35,2,37,600,167,32.1,1004,21.9,0,"SSE",1.6,"Aotizhongxin",2016-08-02
"30021",30021,2016,8,2,20,37,37,2,41,700,138,31.1,1004.4,22.1,0,"S",1.3,"Aotizhongxin",2016-08-02
"30022",30022,2016,8,2,21,36,36,2,32,700,127,30.6,1005.2,22.5,0,"S",1.3,"Aotizhongxin",2016-08-02
"30023",30023,2016,8,2,22,30,30,2,36,700,117,30.3,1005.7,22.2,0,"SSW",1.8,"Aotizhongxin",2016-08-02
"30024",30024,2016,8,2,23,39,39,2,36,800,119,29.7,1006,22.2,0,"WSW",1.9,"Aotizhongxin",2016-08-02
"30025",30025,2016,8,3,0,44,44,2,33,800,115,29,1006,22.5,0,"WSW",1.3,"Aotizhongxin",2016-08-03
"30026",30026,2016,8,3,1,53,53,2,34,800,100,28.3,1006,22.5,0,"WSW",1.6,"Aotizhongxin",2016-08-03
"30027",30027,2016,8,3,2,68,68,2,43,1000,84,27,1005.9,22.8,0,"SSW",0.6,"Aotizhongxin",2016-08-03
"30028",30028,2016,8,3,3,53,53,2,47,1000,59,25.8,1005.6,23.1,0,"SE",0.7,"Aotizhongxin",2016-08-03
"30029",30029,2016,8,3,4,53,53,2,69,800,17,25.4,1005.3,23.5,0,"SW",0,"Aotizhongxin",2016-08-03
"30030",30030,2016,8,3,5,34,34,2,80,700,2,25.8,1005.6,23.7,0,"ENE",1.3,"Aotizhongxin",2016-08-03
"30031",30031,2016,8,3,6,55,55,2,64,800,2,25.8,1005.9,23.8,0,"ENE",0.8,"Aotizhongxin",2016-08-03
"30032",30032,2016,8,3,7,98,98,2,62,1300,9,26.5,1006.1,24,0,"ENE",1.1,"Aotizhongxin",2016-08-03
"30033",30033,2016,8,3,8,102,102,2,38,1100,58,28.1,1006.3,24.1,0,"NE",1.5,"Aotizhongxin",2016-08-03
"30034",30034,2016,8,3,9,83,83,2,33,900,83,29.9,1006.5,24.1,0,"NNE",1.4,"Aotizhongxin",2016-08-03
"30035",30035,2016,8,3,10,71,71,2,26,800,136,31.5,1006.5,24.4,0,"E",1.4,"Aotizhongxin",2016-08-03
"30036",30036,2016,8,3,11,54,54,2,23,800,177,32.8,1006.2,23.7,0,"NNE",1.3,"Aotizhongxin",2016-08-03
"30037",30037,2016,8,3,12,44,44,2,19,700,203,33.5,1005.7,22.6,0,"E",1,"Aotizhongxin",2016-08-03
"30038",30038,2016,8,3,13,39,39,2,15,600,221,34.3,1005.2,22.4,0,"ENE",1.9,"Aotizhongxin",2016-08-03
"30039",30039,2016,8,3,14,42,42,2,16,600,233,36.1,1004.8,21.2,0,"SW",1.2,"Aotizhongxin",2016-08-03
"30040",30040,2016,8,3,15,35,35,2,14,400,214,35.9,1004.5,19.4,0,"NE",1.8,"Aotizhongxin",2016-08-03
"30041",30041,2016,8,3,16,22,22,2,17,400,217,34.6,1004.3,22,0,"E",2.1,"Aotizhongxin",2016-08-03
"30042",30042,2016,8,3,17,44,44,2,27,600,264,34.5,1003.9,22.2,0,"ESE",2.1,"Aotizhongxin",2016-08-03
"30043",30043,2016,8,3,18,59,59,2,29,700,283,33.9,1003.6,21,0,"E",1.8,"Aotizhongxin",2016-08-03
"30044",30044,2016,8,3,19,49,49,2,30,700,230,32.6,1003.9,21.5,0,"E",1.5,"Aotizhongxin",2016-08-03
"30045",30045,2016,8,3,20,35,35,2,32,700,175,32.4,1004.4,23.4,0,"SE",1.5,"Aotizhongxin",2016-08-03
"30046",30046,2016,8,3,21,51,51,2,34,1100,164,31.8,1004.9,23.6,0,"S",1.3,"Aotizhongxin",2016-08-03
"30047",30047,2016,8,3,22,58,58,2,33,1000,155,31.6,1005.3,23.4,0,"SSW",2.1,"Aotizhongxin",2016-08-03
"30048",30048,2016,8,3,23,60,60,2,36,900,131,30.6,1005.6,24.3,0,"SSW",1.7,"Aotizhongxin",2016-08-03
"30049",30049,2016,8,4,0,71,71,2,34,1100,126,30,1005.8,24.2,0,"SSW",1.7,"Aotizhongxin",2016-08-04
"30050",30050,2016,8,4,1,73,73,2,24,1200,145,29.5,1005.8,23.9,0,"S",1.2,"Aotizhongxin",2016-08-04
"30051",30051,2016,8,4,2,79,79,2,59.3058331864524,1000,127,29,1005.6,24.1,0,"S",0.9,"Aotizhongxin",2016-08-04
"30052",30052,2016,8,4,3,78,78,2,23,900,113,27.9,1005.5,24.1,0,"SE",1.2,"Aotizhongxin",2016-08-04
"30053",30053,2016,8,4,4,83,83,2,25,1000,56.3533584105554,27.9,1005.8,24.1,0,"S",1.6,"Aotizhongxin",2016-08-04
"30054",30054,2016,8,4,5,86,86,2,23,900,102,28.2,1006.1,23.1,0,"SSW",1.2,"Aotizhongxin",2016-08-04
"30055",30055,2016,8,4,6,87,87,2,52,1000,45,27.5,1006.4,24.4,0,"E",1.2,"Aotizhongxin",2016-08-04
"30056",30056,2016,8,4,7,118,118,2,67,1200,10,28.1,1006.5,23.9,0,"SSE",0.9,"Aotizhongxin",2016-08-04
"30057",30057,2016,8,4,8,140,140,2,60,1500,29,29.2,1006.7,24.1,0,"SSE",1.3,"Aotizhongxin",2016-08-04
"30058",30058,2016,8,4,9,140,140,2,64,1600,42,29.7,1006.6,23.9,0,"SSE",0.9,"Aotizhongxin",2016-08-04
"30059",30059,2016,8,4,10,156,156,2,59,1600,74,30.8,1006.4,24.5,0,"E",1.4,"Aotizhongxin",2016-08-04
"30060",30060,2016,8,4,11,153,153,2,60,1700,118,32,1006,24.3,0,"ENE",1.6,"Aotizhongxin",2016-08-04
"30061",30061,2016,8,4,12,129,129,2,56,1800,177,32.4,1005.5,24.7,0,"ESE",1.9,"Aotizhongxin",2016-08-04
"30062",30062,2016,8,4,13,142,142,2,39,1700,259,33.2,1004.9,24.4,0,"S",2.2,"Aotizhongxin",2016-08-04
"30063",30063,2016,8,4,14,130,130,2,32,1800,303,33.1,1004.5,24.6,0,"SSE",2.5,"Aotizhongxin",2016-08-04
"30064",30064,2016,8,4,15,119,119,2,25,1700,301,33.5,1004.1,24.4,0,"SE",2.9,"Aotizhongxin",2016-08-04
"30065",30065,2016,8,4,16,118,118,2,27,1600,282,33.2,1004.3,24.1,0,"SSE",2.2,"Aotizhongxin",2016-08-04
"30066",30066,2016,8,4,17,117,117,2,30,1500,271,32.6,1004.1,24.4,0,"SE",2.8,"Aotizhongxin",2016-08-04
"30067",30067,2016,8,4,18,99,99,2,28,1400,247,32.1,1004.1,24.2,0,"SE",2.4,"Aotizhongxin",2016-08-04
"30068",30068,2016,8,4,19,93,93,2,29,1400,216,31.7,1004.3,24.3,0,"SE",1.7,"Aotizhongxin",2016-08-04
"30069",30069,2016,8,4,20,97,97,2,30,1500,195,31.2,1005,24.6,0,"SSE",2.3,"Aotizhongxin",2016-08-04
"30070",30070,2016,8,4,21,108,108,2,28,1600,179,30.4,1005.8,24.3,0,"SSE",1.9,"Aotizhongxin",2016-08-04
"30071",30071,2016,8,4,22,112,112,2,30,1500,141,29.7,1005.9,23.6,0,"SSE",1.8,"Aotizhongxin",2016-08-04
"30072",30072,2016,8,4,23,71,71,2,27,1000,115,29.2,1006.3,23.2,0,"SE",1.3,"Aotizhongxin",2016-08-04
"30073",30073,2016,8,5,0,47,47,2,23,800,105,28.7,1006.4,22.7,0,"SSE",1.4,"Aotizhongxin",2016-08-05
"30074",30074,2016,8,5,1,40,40,2,23,700,95,27.6,1006.2,23,0,"SE",1.5,"Aotizhongxin",2016-08-05
"30075",30075,2016,8,5,2,38,38,2,30,600,69,27.1,1006,23.1,0,"SE",1.2,"Aotizhongxin",2016-08-05
"30076",30076,2016,8,5,3,52,52,2,30,700,53,26.5,1005.9,23.6,0,"SE",0.9,"Aotizhongxin",2016-08-05
"30077",30077,2016,8,5,4,68,68,2,31,1200,41,25.8,1006,23.7,0,"E",1.4,"Aotizhongxin",2016-08-05
"30078",30078,2016,8,5,5,72,72,2,30,1600,39,25.9,1006.1,24.1,0,"E",1,"Aotizhongxin",2016-08-05
"30079",30079,2016,8,5,6,65,65,2,51,800,11,25.9,1006.4,24.3,0,"ENE",0.9,"Aotizhongxin",2016-08-05
"30080",30080,2016,8,5,7,78,78,2,45,900,10,26.6,1006.7,24.3,0,"SE",1.2,"Aotizhongxin",2016-08-05
"30081",30081,2016,8,5,8,87,87,2,49,1000,14,27.6,1006.8,24,0,"ESE",1.1,"Aotizhongxin",2016-08-05
"30082",30082,2016,8,5,9,83,83,2,36,900,48,29.3,1006.8,24.2,0,"NE",1.1,"Aotizhongxin",2016-08-05
